Country,Region,Year,GDP_Billion_USD,Latitude,Longitude
Mexico,North America,2023,1335.233,23.6345,-102.5528
Belgium,Europe,2012,317.205,50.5039,4.4699
Fiji,Oceania,2016,4.595,-17.7134,178.065
Belgium,Europe,2007,309.44,50.5039,4.4699
India,South Asia,2006,881.007,20.5937,78.9629
Algeria,Africa,2013,170.462,28.0339,1.6596
Bhutan,South Asia,2008,2.442,27.5142,90.4336
Fiji,Oceania,2004,3.189,-17.7134,178.065
India,South Asia,2011,1217.362,20.5937,78.9629
Belgium,Europe,2025,361.171,50.5039,4.4699
Costa Rica,Central America,2018,32.737,9.7489,-83.7534
Romania,Europe,2020,205.5,45.9432,24.9668
Singapore,Asia,2019,348.305,1.3521,103.8198
Bhutan,South Asia,2011,3.066,27.5142,90.4336
Fiji,Oceania,2004,2.687,-17.7134,178.065
Estonia,Europe,2007,21.733,58.5953,25.0136
Costa Rica,Central America,2009,23.93,9.7489,-83.7534
Mexico,North America,2022,1267.541,23.6345,-102.5528
Singapore,Asia,2010,221.365,1.3521,103.8198
Mexico,North America,2021,1207.653,23.6345,-102.5528
Bhutan,South Asia,2009,2.446,27.5142,90.4336
Bhutan,South Asia,2021,5.364,27.5142,90.4336
Singapore,Asia,2017,295.917,1.3521,103.8198
Singapore,Asia,2011,233.837,1.3521,103.8198
Belgium,Europe,2005,289.948,50.5039,4.4699
Algeria,Africa,2021,214.636,28.0339,1.6596
Bhutan,South Asia,2017,4.208,27.5142,90.4336
Singapore,Asia,2013,259.491,1.3521,103.8198
Costa Rica,Central America,2010,25.365,9.7489,-83.7534
Nepal,South Asia,2014,9.803,28.3949,84.124
Costa Rica,Central America,2005,23.452,9.7489,-83.7534
Nepal,South Asia,2006,6.596,28.3949,84.124
Algeria,Africa,2014,180.439,28.0339,1.6596
Singapore,Asia,2017,297.184,1.3521,103.8198
Bhutan,South Asia,2024,6.794,27.5142,90.4336
Romania,Europe,2015,166.705,45.9432,24.9668
Bhutan,South Asia,2021,5.286,27.5142,90.4336
Singapore,Asia,2020,343.878,1.3521,103.8198
Mexico,North America,2012,990.369,23.6345,-102.5528
India,South Asia,2015,1682.527,20.5937,78.9629
Belgium,Europe,2014,335.406,50.5039,4.4699
Fiji,Oceania,2019,4.631,-17.7134,178.065
Singapore,Asia,2006,187.932,1.3521,103.8198
Fiji,Oceania,2009,3.412,-17.7134,178.065
Bhutan,South Asia,2025,7.056,27.5142,90.4336
Algeria,Africa,2011,175.232,28.0339,1.6596
Romania,Europe,2008,143.655,45.9432,24.9668
Singapore,Asia,2012,268.822,1.3521,103.8198
Estonia,Europe,2015,25.519,58.5953,25.0136
Fiji,Oceania,2026,5.916,-17.7134,178.065
India,South Asia,2021,2410.392,20.5937,78.9629
India,South Asia,2020,2415.114,20.5937,78.9629
India,South Asia,2008,969.411,20.5937,78.9629
India,South Asia,2018,2241.774,20.5937,78.9629
Mexico,North America,2011,1006.212,23.6345,-102.5528
India,South Asia,2007,848.478,20.5937,78.9629
Costa Rica,Central America,2006,23.043,9.7489,-83.7534
Romania,Europe,2011,170.147,45.9432,24.9668
Belgium,Europe,2004,281.527,50.5039,4.4699
Fiji,Oceania,2007,3.352,-17.7134,178.065
Costa Rica,Central America,2009,25.328,9.7489,-83.7534
Singapore,Asia,2015,259.484,1.3521,103.8198
India,South Asia,2004,695.53,20.5937,78.9629
Bhutan,South Asia,2018,4.462,27.5142,90.4336
Mexico,North America,2009,1031.391,23.6345,-102.5528
Mexico,North America,2015,1187.27,23.6345,-102.5528
Algeria,Africa,2024,200.476,28.0339,1.6596
Singapore,Asia,2013,241.306,1.3521,103.8198
Mexico,North America,2015,1153.02,23.6345,-102.5528
India,South Asia,2010,1105.209,20.5937,78.9629
Bhutan,South Asia,2026,7.937,27.5142,90.4336
Singapore,Asia,2010,208.798,1.3521,103.8198
Costa Rica,Central America,2013,24.964,9.7489,-83.7534
Belgium,Europe,2013,336.087,50.5039,4.4699
Bhutan,South Asia,2025,7.022,27.5142,90.4336
Nepal,South Asia,2022,14.653,28.3949,84.124
Mexico,North America,2012,1107.04,23.6345,-102.5528
India,South Asia,2025,3862.338,20.5937,78.9629
Bhutan,South Asia,2022,5.424,27.5142,90.4336
Romania,Europe,2017,202.876,45.9432,24.9668
Belgium,Europe,2024,354.405,50.5039,4.4699
Costa Rica,Central America,2006,22.721,9.7489,-83.7534
Singapore,Asia,2020,336.912,1.3521,103.8198
Nepal,South Asia,2013,9.073,28.3949,84.124
Belgium,Europe,2014,330.334,50.5039,4.4699
Mexico,North America,2012,1026.193,23.6345,-102.5528
Fiji,Oceania,2009,3.757,-17.7134,178.065
Romania,Europe,2011,159.062,45.9432,24.9668
Mexico,North America,2011,1016.649,23.6345,-102.5528
India,South Asia,2012,1222.992,20.5937,78.9629
Estonia,Europe,2023,34.238,58.5953,25.0136
Algeria,Africa,2017,172.056,28.0339,1.6596
Estonia,Europe,2010,25.303,58.5953,25.0136
Nepal,South Asia,2014,9.563,28.3949,84.124
Estonia,Europe,2009,23.168,58.5953,25.0136
Costa Rica,Central America,2010,24.522,9.7489,-83.7534
Mexico,North America,2010,1001.012,23.6345,-102.5528
Bhutan,South Asia,2015,3.742,27.5142,90.4336
Algeria,Africa,2010,157.389,28.0339,1.6596
Belgium,Europe,2010,330.314,50.5039,4.4699
Costa Rica,Central America,2006,24.306,9.7489,-83.7534
Fiji,Oceania,2009,3.525,-17.7134,178.065
Estonia,Europe,2015,25.832,58.5953,25.0136
Algeria,Africa,2025,224.381,28.0339,1.6596
Belgium,Europe,2026,372.111,50.5039,4.4699
Mexico,North America,2019,1116.009,23.6345,-102.5528
Belgium,Europe,2022,374.443,50.5039,4.4699
Mexico,North America,2018,1210.539,23.6345,-102.5528
India,South Asia,2006,779.758,20.5937,78.9629
Nepal,South Asia,2016,10.976,28.3949,84.124
Estonia,Europe,2005,19.49,58.5953,25.0136
Singapore,Asia,2012,262.615,1.3521,103.8198
Romania,Europe,2026,260.818,45.9432,24.9668
Costa Rica,Central America,2015,28.394,9.7489,-83.7534
Romania,Europe,2024,249.552,45.9432,24.9668
Costa Rica,Central America,2014,28.662,9.7489,-83.7534
Belgium,Europe,2018,341.891,50.5039,4.4699
Mexico,North America,2006,924.135,23.6345,-102.5528
Costa Rica,Central America,2009,26.337,9.7489,-83.7534
Singapore,Asia,2020,336.796,1.3521,103.8198
Bhutan,South Asia,2004,1.992,27.5142,90.4336
Bhutan,South Asia,2024,6.356,27.5142,90.4336
Mexico,North America,2013,1124.195,23.6345,-102.5528
Costa Rica,Central America,2008,23.875,9.7489,-83.7534
India,South Asia,2010,1137.435,20.5937,78.9629
India,South Asia,2005,721.126,20.5937,78.9629
Romania,Europe,2025,246.564,45.9432,24.9668
Nepal,South Asia,2024,15.651,28.3949,84.124
Estonia,Europe,2024,34.04,58.5953,25.0136
Costa Rica,Central America,2018,29.643,9.7489,-83.7534
Estonia,Europe,2020,27.021,58.5953,25.0136
Nepal,South Asia,2009,7.623,28.3949,84.124
Estonia,Europe,2018,27.718,58.5953,25.0136
Costa Rica,Central America,2024,35.979,9.7489,-83.7534
Algeria,Africa,2020,177.424,28.0339,1.6596
Belgium,Europe,2009,321.673,50.5039,4.4699
Nepal,South Asia,2015,10.775,28.3949,84.124
Nepal,South Asia,2012,8.686,28.3949,84.124
Algeria,Africa,2015,189.104,28.0339,1.6596
Bhutan,South Asia,2026,7.478,27.5142,90.4336
India,South Asia,2015,1729.13,20.5937,78.9629
Fiji,Oceania,2011,3.948,-17.7134,178.065
Singapore,Asia,2014,259.234,1.3521,103.8198
Romania,Europe,2006,133.978,45.9432,24.9668
Romania,Europe,2004,120.641,45.9432,24.9668
Algeria,Africa,2013,163.002,28.0339,1.6596
Fiji,Oceania,2020,4.775,-17.7134,178.065
Belgium,Europe,2024,364.54,50.5039,4.4699
Algeria,Africa,2006,162.99,28.0339,1.6596
Singapore,Asia,2024,405.797,1.3521,103.8198
Fiji,Oceania,2008,3.556,-17.7134,178.065
Mexico,North America,2017,1211.7,23.6345,-102.5528
Algeria,Africa,2006,153.8,28.0339,1.6596
Belgium,Europe,2019,357.86,50.5039,4.4699
Romania,Europe,2024,218.516,45.9432,24.9668
India,South Asia,2016,1796.472,20.5937,78.9629
Mexico,North America,2025,1315.978,23.6345,-102.5528
Fiji,Oceania,2019,4.902,-17.7134,178.065
Bhutan,South Asia,2010,2.606,27.5142,90.4336
Algeria,Africa,2014,188.207,28.0339,1.6596
Costa Rica,Central America,2015,29.344,9.7489,-83.7534
Bhutan,South Asia,2010,2.944,27.5142,90.4336
Estonia,Europe,2012,24.999,58.5953,25.0136
Nepal,South Asia,2024,15.582,28.3949,84.124
Nepal,South Asia,2016,10.156,28.3949,84.124
India,South Asia,2022,3140.097,20.5937,78.9629
Belgium,Europe,2018,348.198,50.5039,4.4699
Bhutan,South Asia,2015,3.923,27.5142,90.4336
Costa Rica,Central America,2007,23.426,9.7489,-83.7534
Belgium,Europe,2024,361.737,50.5039,4.4699
Mexico,North America,2023,1328.894,23.6345,-102.5528
Fiji,Oceania,2025,5.781,-17.7134,178.065
Costa Rica,Central America,2011,25.376,9.7489,-83.7534
Romania,Europe,2007,137.927,45.9432,24.9668
Nepal,South Asia,2014,8.987,28.3949,84.124
Singapore,Asia,2016,298.817,1.3521,103.8198
Belgium,Europe,2017,347.093,50.5039,4.4699
Bhutan,South Asia,2017,4.592,27.5142,90.4336
India,South Asia,2022,2796.175,20.5937,78.9629
Fiji,Oceania,2009,3.543,-17.7134,178.065
Algeria,Africa,2009,169.504,28.0339,1.6596
Nepal,South Asia,2026,20.079,28.3949,84.124
Costa Rica,Central America,2007,23.928,9.7489,-83.7534
Romania,Europe,2015,166.67,45.9432,24.9668
Singapore,Asia,2020,302.377,1.3521,103.8198
Estonia,Europe,2004,20.08,58.5953,25.0136
Singapore,Asia,2008,217.837,1.3521,103.8198
Singapore,Asia,2006,201.827,1.3521,103.8198
Nepal,South Asia,2010,7.965,28.3949,84.124
Estonia,Europe,2007,21.966,58.5953,25.0136
Singapore,Asia,2013,239.934,1.3521,103.8198
Fiji,Oceania,2013,3.941,-17.7134,178.065
Fiji,Oceania,2010,3.405,-17.7134,178.065
Nepal,South Asia,2007,7.264,28.3949,84.124
Singapore,Asia,2021,344.318,1.3521,103.8198
Romania,Europe,2020,220.089,45.9432,24.9668
Fiji,Oceania,2014,4.109,-17.7134,178.065
Estonia,Europe,2022,31.829,58.5953,25.0136
Singapore,Asia,2004,169.819,1.3521,103.8198
Fiji,Oceania,2007,3.261,-17.7134,178.065
India,South Asia,2008,909.022,20.5937,78.9629
India,South Asia,2022,2669.616,20.5937,78.9629
Nepal,South Asia,2018,11.328,28.3949,84.124
Nepal,South Asia,2011,8.132,28.3949,84.124
Romania,Europe,2018,206.071,45.9432,24.9668
Nepal,South Asia,2004,5.844,28.3949,84.124
Singapore,Asia,2026,390.759,1.3521,103.8198
Singapore,Asia,2012,262.453,1.3521,103.8198
Costa Rica,Central America,2024,34.363,9.7489,-83.7534
Nepal,South Asia,2013,8.476,28.3949,84.124
Singapore,Asia,2004,195.66,1.3521,103.8198
Fiji,Oceania,2025,5.699,-17.7134,178.065
Estonia,Europe,2023,31.062,58.5953,25.0136
Fiji,Oceania,2018,4.382,-17.7134,178.065
India,South Asia,2004,727.537,20.5937,78.9629
Fiji,Oceania,2023,5.082,-17.7134,178.065
Mexico,North America,2026,1421.795,23.6345,-102.5528
Romania,Europe,2026,263.137,45.9432,24.9668
Singapore,Asia,2004,171.148,1.3521,103.8198
Costa Rica,Central America,2016,31.34,9.7489,-83.7534
Bhutan,South Asia,2005,1.84,27.5142,90.4336
Romania,Europe,2022,234.916,45.9432,24.9668
Mexico,North America,2024,1316.54,23.6345,-102.5528
Costa Rica,Central America,2005,21.199,9.7489,-83.7534
Bhutan,South Asia,2017,4.361,27.5142,90.4336
Fiji,Oceania,2005,2.999,-17.7134,178.065
Nepal,South Asia,2008,7.052,28.3949,84.124
Fiji,Oceania,2013,4.193,-17.7134,178.065
Romania,Europe,2023,249.302,45.9432,24.9668
Algeria,Africa,2023,215.976,28.0339,1.6596
Estonia,Europe,2022,33.466,58.5953,25.0136
Nepal,South Asia,2011,8.141,28.3949,84.124
Mexico,North America,2019,1148.271,23.6345,-102.5528
Algeria,Africa,2004,139.497,28.0339,1.6596
Romania,Europe,2023,239.407,45.9432,24.9668
Belgium,Europe,2018,350.31,50.5039,4.4699
Estonia,Europe,2010,23.376,58.5953,25.0136
Mexico,North America,2019,1146.838,23.6345,-102.5528
Mexico,North America,2025,1338.082,23.6345,-102.5528
Fiji,Oceania,2011,3.779,-17.7134,178.065
Costa Rica,Central America,2022,35.214,9.7489,-83.7534
India,South Asia,2015,1738.965,20.5937,78.9629
Nepal,South Asia,2025,17.844,28.3949,84.124
Singapore,Asia,2008,206.011,1.3521,103.8198
Fiji,Oceania,2006,3.172,-17.7134,178.065
Belgium,Europe,2016,362.292,50.5039,4.4699
Mexico,North America,2010,989.122,23.6345,-102.5528
Fiji,Oceania,2020,4.935,-17.7134,178.065
Mexico,North America,2004,937.553,23.6345,-102.5528
Singapore,Asia,2005,178.342,1.3521,103.8198
Nepal,South Asia,2024,15.517,28.3949,84.124
Bhutan,South Asia,2010,2.967,27.5142,90.4336
Estonia,Europe,2024,35.395,58.5953,25.0136
Singapore,Asia,2018,304.556,1.3521,103.8198
India,South Asia,2004,629.49,20.5937,78.9629
Mexico,North America,2010,952.97,23.6345,-102.5528
Singapore,Asia,2009,221.585,1.3521,103.8198
India,South Asia,2019,2273.446,20.5937,78.9629
Bhutan,South Asia,2022,4.996,27.5142,90.4336
Belgium,Europe,2007,314.874,50.5039,4.4699
Algeria,Africa,2015,162.689,28.0339,1.6596
Singapore,Asia,2014,255.333,1.3521,103.8198
Romania,Europe,2005,121.008,45.9432,24.9668
Nepal,South Asia,2018,12.261,28.3949,84.124
Singapore,Asia,2018,270.481,1.3521,103.8198
Estonia,Europe,2024,33.321,58.5953,25.0136
Estonia,Europe,2010,25.806,58.5953,25.0136
Singapore,Asia,2019,289.899,1.3521,103.8198
India,South Asia,2019,2324.839,20.5937,78.9629
Belgium,Europe,2014,322.015,50.5039,4.4699
Estonia,Europe,2015,26.65,58.5953,25.0136
Nepal,South Asia,2012,8.571,28.3949,84.124
Algeria,Africa,2021,180.168,28.0339,1.6596
Algeria,Africa,2019,180.982,28.0339,1.6596
Algeria,Africa,2010,147.356,28.0339,1.6596
Belgium,Europe,2008,318.624,50.5039,4.4699
Algeria,Africa,2011,175.749,28.0339,1.6596
Romania,Europe,2015,169.481,45.9432,24.9668
Algeria,Africa,2022,196.287,28.0339,1.6596
Singapore,Asia,2009,199.534,1.3521,103.8198
India,South Asia,2010,1157.539,20.5937,78.9629
Algeria,Africa,2014,188.031,28.0339,1.6596
Belgium,Europe,2022,375.759,50.5039,4.4699
Fiji,Oceania,2005,2.949,-17.7134,178.065
Romania,Europe,2011,163.795,45.9432,24.9668
India,South Asia,2025,3670.965,20.5937,78.9629
Estonia,Europe,2018,30.333,58.5953,25.0136
Mexico,North America,2021,1244.215,23.6345,-102.5528
Costa Rica,Central America,2026,37.878,9.7489,-83.7534
Bhutan,South Asia,2014,3.635,27.5142,90.4336
Belgium,Europe,2022,328.773,50.5039,4.4699
Algeria,Africa,2004,154.92,28.0339,1.6596
Estonia,Europe,2023,30.758,58.5953,25.0136
Belgium,Europe,2024,338.965,50.5039,4.4699
Costa Rica,Central America,2008,24.056,9.7489,-83.7534
Algeria,Africa,2005,154.827,28.0339,1.6596
India,South Asia,2019,2141.486,20.5937,78.9629
Costa Rica,Central America,2025,37.233,9.7489,-83.7534
Estonia,Europe,2016,26.872,58.5953,25.0136
Fiji,Oceania,2015,4.282,-17.7134,178.065
Estonia,Europe,2022,29.503,58.5953,25.0136
Estonia,Europe,2016,26.765,58.5953,25.0136
Belgium,Europe,2018,361.04,50.5039,4.4699
Mexico,North America,2010,1001.168,23.6345,-102.5528
Algeria,Africa,2019,174.215,28.0339,1.6596
Bhutan,South Asia,2017,4.231,27.5142,90.4336
Nepal,South Asia,2017,11.535,28.3949,84.124
Estonia,Europe,2011,22.27,58.5953,25.0136
Algeria,Africa,2004,158.929,28.0339,1.6596
Singapore,Asia,2009,198.957,1.3521,103.8198
Mexico,North America,2010,962.101,23.6345,-102.5528
Fiji,Oceania,2006,3.249,-17.7134,178.065
Fiji,Oceania,2009,3.61,-17.7134,178.065
Nepal,South Asia,2013,9.002,28.3949,84.124
Nepal,South Asia,2023,15.157,28.3949,84.124
Bhutan,South Asia,2025,6.834,27.5142,90.4336
Belgium,Europe,2015,355.498,50.5039,4.4699
Nepal,South Asia,2021,14.513,28.3949,84.124
India,South Asia,2014,1587.795,20.5937,78.9629
Estonia,Europe,2022,28.632,58.5953,25.0136
Algeria,Africa,2008,171.817,28.0339,1.6596
Mexico,North America,2006,870.058,23.6345,-102.5528
Romania,Europe,2014,164.255,45.9432,24.9668
Fiji,Oceania,2016,4.159,-17.7134,178.065
Singapore,Asia,2004,174.319,1.3521,103.8198
Costa Rica,Central America,2011,24.683,9.7489,-83.7534
Mexico,North America,2025,1360.155,23.6345,-102.5528
Romania,Europe,2009,148.065,45.9432,24.9668
Romania,Europe,2010,167.145,45.9432,24.9668
Singapore,Asia,2004,175.546,1.3521,103.8198
Belgium,Europe,2017,363.337,50.5039,4.4699
Singapore,Asia,2015,284.046,1.3521,103.8198
Fiji,Oceania,2015,4.228,-17.7134,178.065
Costa Rica,Central America,2024,32.291,9.7489,-83.7534
Fiji,Oceania,2020,4.367,-17.7134,178.065
Singapore,Asia,2009,198.459,1.3521,103.8198
Nepal,South Asia,2017,11.141,28.3949,84.124
Romania,Europe,2014,168.776,45.9432,24.9668
Bhutan,South Asia,2007,2.374,27.5142,90.4336
Estonia,Europe,2022,32.676,58.5953,25.0136
Costa Rica,Central America,2024,37.617,9.7489,-83.7534
Estonia,Europe,2021,29.843,58.5953,25.0136
Belgium,Europe,2026,362.044,50.5039,4.4699
Romania,Europe,2020,211.304,45.9432,24.9668
Romania,Europe,2005,133.881,45.9432,24.9668
Nepal,South Asia,2015,10.063,28.3949,84.124
Mexico,North America,2019,1215.91,23.6345,-102.5528
Bhutan,South Asia,2020,5.338,27.5142,90.4336
Estonia,Europe,2023,32.654,58.5953,25.0136
Costa Rica,Central America,2025,37.591,9.7489,-83.7534
Singapore,Asia,2011,227.087,1.3521,103.8198
Mexico,North America,2020,1186.368,23.6345,-102.5528
Singapore,Asia,2018,332.305,1.3521,103.8198
India,South Asia,2008,919.82,20.5937,78.9629
Bhutan,South Asia,2008,2.658,27.5142,90.4336
Costa Rica,Central America,2015,29.38,9.7489,-83.7534
Belgium,Europe,2016,337.651,50.5039,4.4699
Estonia,Europe,2019,28.819,58.5953,25.0136
Mexico,North America,2010,982.24,23.6345,-102.5528
Nepal,South Asia,2016,11.318,28.3949,84.124
Romania,Europe,2009,159.997,45.9432,24.9668
India,South Asia,2022,2672.987,20.5937,78.9629
Costa Rica,Central America,2011,24.972,9.7489,-83.7534
Fiji,Oceania,2005,3.3,-17.7134,178.065
Mexico,North America,2024,1343.229,23.6345,-102.5528
Singapore,Asia,2015,280.195,1.3521,103.8198
India,South Asia,2022,2699.527,20.5937,78.9629
India,South Asia,2015,1603.323,20.5937,78.9629
India,South Asia,2014,1422.747,20.5937,78.9629
Estonia,Europe,2006,21.076,58.5953,25.0136
Belgium,Europe,2009,313.2,50.5039,4.4699
Mexico,North America,2005,916.143,23.6345,-102.5528
Nepal,South Asia,2012,9.496,28.3949,84.124
Singapore,Asia,2023,383.401,1.3521,103.8198
Costa Rica,Central America,2006,23.728,9.7489,-83.7534
Estonia,Europe,2007,21.758,58.5953,25.0136
Fiji,Oceania,2016,4.224,-17.7134,178.065
Algeria,Africa,2010,156.737,28.0339,1.6596
Nepal,South Asia,2014,9.216,28.3949,84.124
Belgium,Europe,2015,331.684,50.5039,4.4699
Nepal,South Asia,2007,6.606,28.3949,84.124
India,South Asia,2023,3190.54,20.5937,78.9629
Mexico,North America,2024,1402.125,23.6345,-102.5528
Singapore,Asia,2012,249.443,1.3521,103.8198
Belgium,Europe,2022,380.622,50.5039,4.4699
Romania,Europe,2005,135.155,45.9432,24.9668
Algeria,Africa,2013,167.7,28.0339,1.6596
Bhutan,South Asia,2013,3.551,27.5142,90.4336
Mexico,North America,2017,1013.825,23.6345,-102.5528
Algeria,Africa,2012,159.212,28.0339,1.6596
India,South Asia,2018,2060.441,20.5937,78.9629
Singapore,Asia,2024,420.811,1.3521,103.8198
Algeria,Africa,2017,174.718,28.0339,1.6596
Romania,Europe,2013,177.312,45.9432,24.9668
Mexico,North America,2025,1438.045,23.6345,-102.5528
Fiji,Oceania,2004,3.24,-17.7134,178.065
Belgium,Europe,2005,271.959,50.5039,4.4699
Costa Rica,Central America,2024,38.475,9.7489,-83.7534
Costa Rica,Central America,2024,38.348,9.7489,-83.7534
Romania,Europe,2015,178.204,45.9432,24.9668
Algeria,Africa,2015,178.8,28.0339,1.6596
Costa Rica,Central America,2019,30.377,9.7489,-83.7534
Estonia,Europe,2009,22.027,58.5953,25.0136
Estonia,Europe,2019,31.058,58.5953,25.0136
Mexico,North America,2020,1145.719,23.6345,-102.5528
Belgium,Europe,2008,293.562,50.5039,4.4699
Nepal,South Asia,2009,6.629,28.3949,84.124
Fiji,Oceania,2005,2.959,-17.7134,178.065
India,South Asia,2014,1634.894,20.5937,78.9629
Fiji,Oceania,2019,4.912,-17.7134,178.065
Fiji,Oceania,2015,4.161,-17.7134,178.065
Costa Rica,Central America,2023,33.527,9.7489,-83.7534
Nepal,South Asia,2022,14.361,28.3949,84.124
Nepal,South Asia,2015,10.464,28.3949,84.124
India,South Asia,2010,1100.706,20.5937,78.9629
Singapore,Asia,2023,363.524,1.3521,103.8198
Mexico,North America,2016,1202.838,23.6345,-102.5528
Singapore,Asia,2009,243.165,1.3521,103.8198
Estonia,Europe,2014,26.219,58.5953,25.0136
Singapore,Asia,2007,197.347,1.3521,103.8198
Romania,Europe,2009,152.585,45.9432,24.9668
Romania,Europe,2026,259.386,45.9432,24.9668
Algeria,Africa,2010,163.938,28.0339,1.6596
Nepal,South Asia,2004,6.311,28.3949,84.124
Mexico,North America,2016,1051.584,23.6345,-102.5528
Nepal,South Asia,2024,16.103,28.3949,84.124
Mexico,North America,2010,1094.689,23.6345,-102.5528
Algeria,Africa,2008,160.275,28.0339,1.6596
India,South Asia,2022,2744.694,20.5937,78.9629
Fiji,Oceania,2024,5.478,-17.7134,178.065
Mexico,North America,2014,1158.68,23.6345,-102.5528
Costa Rica,Central America,2015,31.246,9.7489,-83.7534
Singapore,Asia,2011,219.777,1.3521,103.8198
Bhutan,South Asia,2024,6.38,27.5142,90.4336
Costa Rica,Central America,2024,40.297,9.7489,-83.7534
Singapore,Asia,2009,211.054,1.3521,103.8198
Algeria,Africa,2008,160.376,28.0339,1.6596
Estonia,Europe,2023,31.14,58.5953,25.0136
Romania,Europe,2009,145.188,45.9432,24.9668
India,South Asia,2020,2366.842,20.5937,78.9629
Estonia,Europe,2026,31.636,58.5953,25.0136
Belgium,Europe,2014,345.701,50.5039,4.4699
Romania,Europe,2009,151.551,45.9432,24.9668
Romania,Europe,2024,227.648,45.9432,24.9668
Fiji,Oceania,2024,5.154,-17.7134,178.065
Estonia,Europe,2005,22.054,58.5953,25.0136
Romania,Europe,2004,128.541,45.9432,24.9668
India,South Asia,2019,2199.948,20.5937,78.9629
Estonia,Europe,2018,28.291,58.5953,25.0136
Fiji,Oceania,2010,3.523,-17.7134,178.065
Costa Rica,Central America,2026,37.376,9.7489,-83.7534
Romania,Europe,2005,137.204,45.9432,24.9668
Romania,Europe,2012,160.442,45.9432,24.9668
Nepal,South Asia,2012,9.026,28.3949,84.124
Algeria,Africa,2013,177.391,28.0339,1.6596
Fiji,Oceania,2025,5.11,-17.7134,178.065
Estonia,Europe,2012,24.702,58.5953,25.0136
Belgium,Europe,2008,309.679,50.5039,4.4699
Mexico,North America,2006,991.266,23.6345,-102.5528
Nepal,South Asia,2010,7.214,28.3949,84.124
Estonia,Europe,2009,22.746,58.5953,25.0136
Mexico,North America,2016,1184.033,23.6345,-102.5528
