id,title,type,release_year,genre,country,duration,rating,description
1798,Title 1798,Movie,1957,Romance,Brazil,168 min,8.1,A heartwarming story of a search for identity set against a modern backdrop.
1799,Title 1799,Movie,1969,Drama,Sweden,139 min,8.9,A thrilling mystery about love and loss that blends humor and pathos.
1800,Title 1800,Movie,2002,Comedy|Thriller,United States,148 min,5.9,An emotional journey about a coming-of-age moment with unexpected twists and heartfelt moments.
1801,Title 1801,TV Show,1961,Mystery,United States,7 Seasons,9.2,An epic saga about power and corruption that will keep you on the edge of your seat.
1802,Title 1802,TV Show,1998,Mystery,Italy,5 Seasons,2.0,A sci-fi adventure about a search for identity with stunning performances.
1803,Title 1803,Movie,1966,Action,Germany,175 min,6.2,An intimate portrait of love and loss that blends humor and pathos.
1804,Title 1804,Movie,2013,Fantasy,Brazil,123 min,6.7,A sci-fi adventure about family ties that blends humor and pathos.
1805,Title 1805,Movie,1991,Family,Brazil,141 min,9.2,A high-octane story of the price of fame with unexpected twists and heartfelt moments.
1806,Title 1806,TV Show,1978,Animation,Canada,2 Seasons,6.5,A thrilling mystery about a coming-of-age moment set against a modern backdrop.
1807,Title 1807,TV Show,1968,Mystery,France,1 Seasons,4.5,A heartwarming story of the price of fame set against a modern backdrop.
1808,Title 1808,Movie,1960,Horror,Netherlands,132 min,2.1,A quirky comedy following a coming-of-age moment that will keep you on the edge of your seat.
1809,Title 1809,Movie,1999,Comedy,Germany,146 min,7.2,A documentary exploring the fight for justice in a beautifully shot setting.
1810,Title 1810,Movie,2020,Family,Mexico,138 min,4.7,A heartwarming story of love and loss in a beautifully shot setting.
1811,Title 1811,TV Show,2007,Crime,France,4 Seasons,5.0,An epic saga about a coming-of-age moment that blends humor and pathos.
1812,Title 1812,TV Show,1983,Fantasy,India,4 Seasons,3.6,A quirky comedy following a search for identity that will keep you on the edge of your seat.
1813,Title 1813,Movie,1969,Mystery,Japan,142 min,6.8,A quirky comedy following a search for identity with stunning performances.
1814,Title 1814,Movie,1999,Comedy|Mystery,Canada,170 min,6.4,An epic saga about a coming-of-age moment set against a modern backdrop.
1815,Title 1815,Movie,1959,Documentary,South Korea,127 min,4.1,A thrilling mystery about the price of fame in a beautifully shot setting.
1816,Title 1816,TV Show,1981,Comedy,United Kingdom,1 Seasons,3.4,A thrilling mystery about the clash of cultures with unexpected twists and heartfelt moments.
1817,Title 1817,Movie,2001,Family,India,122 min,4.7,An emotional journey about power and corruption with unexpected twists and heartfelt moments.
1818,Title 1818,TV Show,1964,Romance,Australia,2 Seasons,8.0,An epic saga about friendship and betrayal with stunning performances.
1819,Title 1819,Movie,1952,Documentary,Mexico,114 min,6.8,A sci-fi adventure about the fight for justice set against a modern backdrop.
1820,Title 1820,Movie,1986,History,Australia,169 min,2.3,A high-octane story of family ties with stunning performances.
1821,Title 1821,Movie,1989,Sci-Fi,United States,83 min,5.9,An emotional journey about a search for identity with unexpected twists and heartfelt moments.
1822,Title 1822,Movie,2021,Fantasy,United States,114 min,1.9,A heartwarming story of a coming-of-age moment in a beautifully shot setting.
1823,Title 1823,Movie,1989,Animation,Japan,167 min,9.4,A thrilling mystery about the fight for justice that redefines the genre.
1824,Title 1824,TV Show,2005,Fantasy,Italy,6 Seasons,8.9,A quirky comedy following family ties in a beautifully shot setting.
1825,Title 1825,Movie,1972,Sci-Fi,Mexico,168 min,9.2,An epic saga about a coming-of-age moment that will keep you on the edge of your seat.
1826,Title 1826,Movie,1960,Thriller,United Kingdom,124 min,5.6,A sci-fi adventure about the clash of cultures that redefines the genre.
1827,Title 1827,Movie,2013,Action,Netherlands,80 min,4.3,A heartwarming story of power and corruption in a beautifully shot setting.
1828,Title 1828,TV Show,1957,Crime,Netherlands,1 Seasons,2.5,An epic saga about love and loss that blends humor and pathos.
1829,Title 1829,TV Show,2005,Fantasy,India,7 Seasons,6.5,A gripping tale of the clash of cultures that blends humor and pathos.
1830,Title 1830,Movie,2009,Music,Brazil,90 min,7.7,An intimate portrait of a search for identity that blends humor and pathos.
1831,Title 1831,TV Show,1959,Crime,South Korea,5 Seasons,6.7,An emotional journey about survival in harsh times in a beautifully shot setting.
1832,Title 1832,Movie,1988,Animation,Mexico,99 min,2.8,A gripping tale of the clash of cultures in a beautifully shot setting.
1833,Title 1833,Movie,1977,Music|Sci-Fi,South Korea,143 min,2.1,A gripping tale of the price of fame that blends humor and pathos.
1834,Title 1834,TV Show,1998,Documentary,United States,7 Seasons,2.9,An intimate portrait of survival in harsh times that will keep you on the edge of your seat.
1835,Title 1835,TV Show,1985,Mystery,Sweden,7 Seasons,7.1,A sci-fi adventure about a coming-of-age moment set against a modern backdrop.
1836,Title 1836,TV Show,1962,Family,Italy,1 Seasons,3.7,A thrilling mystery about the fight for justice in a beautifully shot setting.
1837,Title 1837,Movie,1985,Sci-Fi,Sweden,98 min,4.6,A gripping tale of power and corruption that redefines the genre.
1838,Title 1838,Movie,1975,Horror,United States,107 min,7.4,A documentary exploring power and corruption that redefines the genre.
1839,Title 1839,TV Show,1953,Comedy,United Kingdom,3 Seasons,8.3,An emotional journey about a search for identity that will keep you on the edge of your seat.
1840,Title 1840,Movie,2013,Documentary,India,114 min,2.3,An intimate portrait of the price of fame that will keep you on the edge of your seat.
1841,Title 1841,Movie,1987,Horror,Spain,116 min,5.7,A quirky comedy following friendship and betrayal in a beautifully shot setting.
1842,Title 1842,Movie,1971,Documentary,United States,87 min,4.9,A gripping tale of love and loss that redefines the genre.
1843,Title 1843,Movie,1951,Thriller,India,123 min,3.6,A heartwarming story of power and corruption with unexpected twists and heartfelt moments.
1844,Title 1844,Movie,1980,Fantasy,Netherlands,105 min,4.4,An emotional journey about friendship and betrayal that will keep you on the edge of your seat.
1845,Title 1845,TV Show,1960,Music,Italy,5 Seasons,7.0,A sci-fi adventure about survival in harsh times that redefines the genre.
1846,Title 1846,Movie,1995,Music,South Korea,82 min,5.5,A heartwarming story of the price of fame with unexpected twists and heartfelt moments.
1847,Title 1847,Movie,2011,Thriller,Japan,136 min,8.2,A documentary exploring the fight for justice set against a modern backdrop.
1848,Title 1848,Movie,2018,Drama,France,145 min,6.5,A high-octane story of friendship and betrayal with unexpected twists and heartfelt moments.
1849,Title 1849,TV Show,2013,Animation,Spain,5 Seasons,8.7,An emotional journey about survival in harsh times with stunning performances.
1850,Title 1850,Movie,1959,Crime,Mexico,127 min,4.3,A quirky comedy following love and loss in a beautifully shot setting.
1851,Title 1851,Movie,1989,Sci-Fi,United Kingdom,93 min,2.1,A documentary exploring survival in harsh times with stunning performances.
1852,Title 1852,TV Show,1973,Thriller,South Korea,4 Seasons,6.2,A quirky comedy following survival in harsh times in a beautifully shot setting.
1853,Title 1853,TV Show,1993,History,South Korea,7 Seasons,7.4,An epic saga about friendship and betrayal set against a modern backdrop.
1854,Title 1854,TV Show,2009,Sci-Fi,Sweden,2 Seasons,2.5,A sci-fi adventure about love and loss that blends humor and pathos.
1855,Title 1855,TV Show,2011,Drama,United States,3 Seasons,7.0,An epic saga about love and loss in a beautifully shot setting.
1856,Title 1856,Movie,1966,Fantasy,Spain,155 min,6.5,A heartwarming story of power and corruption with stunning performances.
1857,Title 1857,TV Show,2014,Action,Italy,2 Seasons,5.3,A documentary exploring love and loss set against a modern backdrop.
1858,Title 1858,Movie,2006,Mystery,South Korea,86 min,6.2,A sci-fi adventure about the price of fame with unexpected twists and heartfelt moments.
1859,Title 1859,TV Show,2004,Horror,Brazil,5 Seasons,5.5,An emotional journey about family ties that blends humor and pathos.
1860,Title 1860,TV Show,2002,Romance,Netherlands,5 Seasons,2.1,A heartwarming story of survival in harsh times in a beautifully shot setting.
1861,Title 1861,TV Show,2005,Music,Germany,6 Seasons,5.0,A thrilling mystery about love and loss with stunning performances.
1862,Title 1862,TV Show,1958,Sci-Fi,Australia,2 Seasons,5.6,A high-octane story of power and corruption with unexpected twists and heartfelt moments.
1863,Title 1863,Movie,1971,Sci-Fi,Italy,92 min,7.0,A thrilling mystery about friendship and betrayal that blends humor and pathos.
1864,Title 1864,Movie,1962,Crime,Netherlands,75 min,3.9,A gripping tale of the clash of cultures that redefines the genre.
1865,Title 1865,TV Show,1997,History,United States,6 Seasons,2.4,A quirky comedy following the fight for justice in a beautifully shot setting.
1866,Title 1866,TV Show,1967,Mystery,Japan,7 Seasons,5.1,A heartwarming story of a search for identity set against a modern backdrop.
1867,Title 1867,Movie,1989,History,Spain,179 min,6.7,An emotional journey about a search for identity set against a modern backdrop.
1868,Title 1868,Movie,1966,Crime,Japan,123 min,5.9,An emotional journey about power and corruption with stunning performances.
1869,Title 1869,Movie,1964,Fantasy,Italy,173 min,7.4,A thrilling mystery about the fight for justice that will keep you on the edge of your seat.
1870,Title 1870,TV Show,1964,Music,Brazil,3 Seasons,8.6,A gripping tale of the price of fame that redefines the genre.
1871,Title 1871,TV Show,2012,History,Canada,6 Seasons,3.2,An epic saga about friendship and betrayal that will keep you on the edge of your seat.
1872,Title 1872,Movie,1988,Drama,Mexico,86 min,5.0,An intimate portrait of power and corruption that will keep you on the edge of your seat.
1873,Title 1873,Movie,1962,Fantasy,Italy,138 min,8.2,An intimate portrait of survival in harsh times that will keep you on the edge of your seat.
1874,Title 1874,TV Show,1981,Thriller,United States,6 Seasons,8.4,An intimate portrait of a coming-of-age moment that blends humor and pathos.
1875,Title 1875,TV Show,1958,Animation,Canada,6 Seasons,1.8,A gripping tale of survival in harsh times with stunning performances.
1876,Title 1876,Movie,1989,Comedy|Horror,Sweden,138 min,7.7,An intimate portrait of the clash of cultures in a beautifully shot setting.
1877,Title 1877,Movie,1969,Documentary,South Korea,162 min,7.5,A high-octane story of the clash of cultures that blends humor and pathos.
1878,Title 1878,Movie,2022,Animation|History,India,170 min,7.7,An emotional journey about the clash of cultures that will keep you on the edge of your seat.
1879,Title 1879,Movie,2012,Comedy,India,104 min,7.6,An intimate portrait of the clash of cultures with stunning performances.
1880,Title 1880,Movie,1993,History,South Korea,161 min,8.2,An intimate portrait of survival in harsh times with stunning performances.
1881,Title 1881,TV Show,1987,Drama,Brazil,6 Seasons,8.6,A documentary exploring the clash of cultures with unexpected twists and heartfelt moments.
1882,Title 1882,TV Show,2009,Family,Netherlands,6 Seasons,6.9,An epic saga about friendship and betrayal that redefines the genre.
1883,Title 1883,Movie,2020,Crime,Spain,127 min,2.3,A gripping tale of power and corruption that redefines the genre.
1884,Title 1884,TV Show,1997,Romance,United Kingdom,3 Seasons,9.4,A documentary exploring a coming-of-age moment that redefines the genre.
1885,Title 1885,Movie,1967,Family|Music,United States,128 min,4.1,A high-octane story of friendship and betrayal with unexpected twists and heartfelt moments.
1886,Title 1886,Movie,1965,Family|Sci-Fi,Germany,117 min,8.3,A gripping tale of the fight for justice that will keep you on the edge of your seat.
1887,Title 1887,Movie,2004,Comedy,Netherlands,103 min,1.8,A sci-fi adventure about friendship and betrayal that blends humor and pathos.
1888,Title 1888,Movie,1988,Horror|Mystery,United Kingdom,117 min,6.0,A high-octane story of survival in harsh times that will keep you on the edge of your seat.
1889,Title 1889,TV Show,2017,Romance,United Kingdom,4 Seasons,8.2,An emotional journey about friendship and betrayal that redefines the genre.
1890,Title 1890,TV Show,2008,Music,United States,3 Seasons,7.1,A sci-fi adventure about power and corruption with stunning performances.
1891,Title 1891,Movie,2011,Action,United Kingdom,81 min,4.2,An epic saga about survival in harsh times with unexpected twists and heartfelt moments.
1892,Title 1892,Movie,1962,Fantasy,Germany,174 min,1.7,A documentary exploring survival in harsh times set against a modern backdrop.
1893,Title 1893,TV Show,1955,Animation,Italy,4 Seasons,7.1,An epic saga about the price of fame that blends humor and pathos.
1894,Title 1894,Movie,2009,Animation,United Kingdom,123 min,2.6,An emotional journey about friendship and betrayal set against a modern backdrop.
1895,Title 1895,Movie,1963,Thriller,Netherlands,177 min,1.6,An emotional journey about family ties set against a modern backdrop.
1896,Title 1896,TV Show,2003,Sci-Fi,United States,4 Seasons,1.9,An intimate portrait of the clash of cultures that blends humor and pathos.
